genetic,length,mass,bmi,exercise,smoking,alcohol,sugar,lifespan
81.1,198.0,96.7,24.7,2.4,5.9,0.2,7.0,80.9
79.3,187.0,70.5,20.2,3.1,1.3,0.7,4.6,80.4
85.9,173.0,118.9,39.7,2.2,5.7,2.2,9.2,83.3
85.8,173.0,74.6,24.9,2.3,4.8,0.3,8.1,86.0
90.8,197.0,103.1,26.6,1.3,8.4,5.1,5.1,87.7
74.2,176.0,61.0,19.7,1.9,8.2,4.8,4.9,72.4
73.0,201.0,60.6,15.0,2.1,0.2,0.3,7.7,74.6
78.7,185.0,60.6,17.7,1.0,20.4,5.3,1.6,72.2
77.9,196.0,140.5,36.6,1.9,8.6,0.8,4.8,75.2
85.4,162.0,110.1,42.0,1.1,20.5,2.3,5.1,78.1
76.1,186.0,81.7,23.6,1.4,8.7,0.6,7.1,74.0
92.1,194.0,89.6,23.8,2.4,14.6,1.3,3.3,90.6
86.5,181.0,83.3,25.4,1.8,6.7,0.5,6.0,84.4
96.3,184.0,81.1,24.0,2.3,13.1,4.7,5.7,92.6
78.2,171.0,64.3,22.0,4.3,3.0,3.8,6.4,79.7
82.3,193.0,83.3,22.4,4.8,1.4,4.1,9.7,83.6
78.6,188.0,90.2,25.5,3.5,21.7,3.5,3.2,76.1
85.0,164.0,55.5,20.6,2.6,0.9,4.4,8.5,85.8
85.2,189.0,76.5,21.4,1.9,2.1,3.8,4.5,85.7
81.4,204.0,86.9,20.9,4.6,5.6,2.8,7.0,82.6
82.8,172.0,113.0,38.2,1.9,1.5,5.4,4.0,81.9
85.1,166.0,65.6,23.8,4.7,3.3,0.5,9.9,86.9
82.2,170.0,103.7,35.9,5.4,11.5,1.3,10.2,82.7
64.5,201.0,76.0,18.8,3.4,17.8,0.3,9.0,61.8
82.3,202.0,60.7,14.9,2.6,18.0,4.3,5.6,78.1
79.7,203.0,80.6,19.6,1.0,9.3,1.3,3.9,77.0
76.2,182.0,103.8,31.3,5.1,15.5,5.0,5.2,76.3
82.1,174.0,95.2,31.4,2.6,0.6,0.9,3.5,83.2
87.7,171.0,53.4,18.3,3.3,11.7,1.5,7.9,85.7
75.4,194.0,100.1,26.6,2.7,1.1,5.7,3.2,75.9
74.9,190.0,67.9,18.8,1.9,2.1,4.3,8.1,74.7
88.1,208.0,91.9,21.2,4.6,3.4,1.0,5.5,90.1
74.0,193.0,87.4,23.5,1.4,7.1,0.1,5.9,72.3
73.9,195.0,95.0,25.0,2.1,17.4,2.5,8.0,71.1
75.3,171.0,88.6,30.3,1.0,13.4,0.9,8.7,71.5
85.6,172.0,128.7,43.5,4.7,5.0,0.5,3.5,86.0
85.9,190.0,67.0,18.6,2.2,19.6,4.1,7.3,81.0
81.4,175.0,122.6,40.0,1.4,6.3,1.0,2.4,78.5
77.4,161.0,83.3,32.1,1.2,17.2,0.5,12.0,70.4
85.4,181.0,85.6,26.1,1.6,12.6,0.3,3.7,83.4
73.4,185.0,116.0,33.9,1.6,0.2,4.9,13.8,71.3
79.0,181.0,122.0,37.2,2.3,16.6,0.4,6.7,73.4
91.9,173.0,68.6,22.9,3.1,19.9,2.9,6.0,86.9
80.4,203.0,65.4,15.9,1.5,19.0,0.9,5.0,77.2
85.4,182.0,71.4,21.6,2.2,0.4,0.2,4.0,86.7
86.1,161.0,70.8,27.3,4.8,8.4,2.1,3.6,88.7
78.9,183.0,115.4,34.5,1.8,9.9,1.5,8.2,75.3
96.8,169.0,74.3,26.0,1.7,4.8,1.4,5.8,96.7
83.2,198.0,139.7,35.6,3.6,4.0,4.6,9.8,82.2
79.7,195.0,74.9,19.7,3.4,8.3,1.6,3.6,80.8
85.6,175.0,76.4,24.9,2.4,0.1,4.7,9.9,85.4
79.4,170.0,116.0,40.1,2.7,3.4,5.2,3.2,77.6
69.9,157.0,68.5,27.8,1.6,16.6,4.3,8.4,64.3
71.7,204.0,100.7,24.2,2.9,9.2,0.6,4.3,71.5
74.1,183.0,106.2,31.7,3.6,8.3,4.1,10.0,73.3
77.7,214.0,93.3,20.4,1.6,2.9,1.5,13.1,77.3
87.4,166.0,133.4,48.4,1.5,20.5,5.3,5.6,81.0
89.2,207.0,65.4,15.3,2.2,13.4,4.1,8.6,86.3
94.1,178.0,60.8,19.2,1.4,11.1,3.8,2.8,91.8
80.1,194.0,120.8,32.1,1.2,6.9,1.0,7.3,77.7
87.6,190.0,134.8,37.3,3.5,21.2,0.6,6.5,85.3
87.1,180.0,122.6,37.8,1.1,22.1,2.0,5.2,79.6
90.1,174.0,77.3,25.5,1.4,2.6,1.3,11.8,89.6
79.5,193.0,85.9,23.1,2.0,10.9,5.2,8.0,78.6
80.5,177.0,88.7,28.3,0.7,20.5,3.7,9.5,72.9
89.4,164.0,79.9,29.7,2.4,5.5,0.2,10.6,88.9
85.3,193.0,76.5,20.5,2.7,0.3,5.4,3.3,87.0
82.9,186.0,54.3,15.7,1.0,22.0,1.2,5.3,79.1
88.7,185.0,57.2,16.7,1.7,1.4,2.9,6.1,88.5
85.9,173.0,70.5,23.6,2.2,0.7,2.5,9.0,87.1
80.6,191.0,105.0,28.8,3.9,3.0,0.1,5.7,82.5
74.2,170.0,55.8,19.3,1.7,0.7,5.2,4.8,74.2
89.0,181.0,75.4,23.0,2.6,14.8,2.9,7.7,85.9
82.8,176.0,107.2,34.6,0.8,6.0,0.5,6.4,80.9
72.7,168.0,63.5,22.5,3.6,1.0,0.7,2.1,76.2
95.7,163.0,121.0,45.5,3.0,16.4,0.9,4.7,92.3
93.4,200.0,77.6,19.4,1.3,12.5,3.5,3.0,90.5
79.8,183.0,87.7,26.2,2.8,18.6,0.5,6.1,75.9
74.0,174.0,95.7,31.6,1.4,8.7,2.6,10.6,70.0
79.9,202.0,75.9,18.6,3.4,15.0,0.2,4.2,78.4
78.4,174.0,86.9,28.7,5.4,1.1,5.6,4.9,81.5
81.0,188.0,53.3,15.1,2.1,20.5,1.8,5.4,76.1
69.9,178.0,73.4,23.2,1.9,6.9,0.3,2.5,69.7
90.1,174.0,117.9,38.9,0.2,5.2,4.3,11.4,86.0
73.5,190.0,75.7,21.0,4.5,11.0,0.4,3.6,73.1
70.0,183.0,69.5,20.8,1.6,0.3,3.9,7.1,69.4
87.8,177.0,96.1,30.7,2.5,20.4,0.5,4.3,84.3
83.0,174.0,60.5,20.0,2.1,6.0,0.7,2.8,83.0
80.8,164.0,95.0,35.3,2.5,17.4,2.9,6.2,75.0
100.2,182.0,95.2,28.7,3.3,19.6,0.6,10.5,96.6
74.9,176.0,142.8,46.1,1.6,0.4,4.1,5.5,71.9
86.2,154.0,96.1,40.5,2.0,9.3,0.9,10.8,83.0
76.4,184.0,118.1,34.9,1.9,12.7,4.5,2.7,73.1
82.0,155.0,92.2,38.4,1.1,11.4,5.4,7.3,77.2
87.2,195.0,52.3,13.8,1.8,21.2,1.1,1.7,83.5
83.8,194.0,87.1,23.1,3.4,0.5,2.8,4.3,86.2
75.4,192.0,91.3,24.8,2.2,1.1,0.4,5.1,76.8
91.8,195.0,118.6,31.2,0.8,18.9,0.9,7.2,86.9
88.1,197.0,87.7,22.6,2.4,0.2,1.3,6.5,90.1
98.6,200.0,121.0,30.2,4.6,12.3,6.0,3.1,98.7
97.4,184.0,65.5,19.3,1.7,8.8,5.6,8.7,94.0
84.2,184.0,90.0,26.6,1.4,19.0,1.7,2.7,79.9
90.4,184.0,82.8,24.5,2.9,16.6,3.3,3.5,88.6
86.6,187.0,100.1,28.6,2.1,16.6,0.6,8.7,83.2
77.0,193.0,52.8,14.2,2.3,20.1,0.6,6.2,73.9
78.6,183.0,116.7,34.8,2.4,12.1,5.1,7.5,74.3
76.5,176.0,111.4,36.0,5.1,20.5,0.4,9.6,73.0
86.6,198.0,91.5,23.3,1.9,10.8,4.3,9.0,84.6
83.4,202.0,134.9,33.1,4.0,10.4,2.1,6.3,81.9
81.2,179.0,116.5,36.4,4.0,9.2,1.3,2.6,80.9
84.3,193.0,117.7,31.6,1.9,21.7,2.0,7.5,79.9
99.3,187.0,63.9,18.3,1.1,12.9,2.8,12.8,96.2
85.3,180.0,100.8,31.1,2.1,13.1,0.6,7.1,82.1
87.0,173.0,83.1,27.8,2.9,10.8,2.3,2.4,84.5
76.3,186.0,84.5,24.4,1.3,21.1,3.6,9.1,68.6
65.7,166.0,105.9,38.4,4.0,3.9,5.7,5.0,65.4
76.2,180.0,92.5,28.5,1.7,5.2,0.6,11.3,75.2
86.3,208.0,74.8,17.3,1.7,3.5,1.6,4.9,86.6
66.0,196.0,81.6,21.2,3.1,4.5,0.3,3.4,66.6
77.4,183.0,139.1,41.5,1.3,10.9,3.8,5.4,73.4
76.1,182.0,116.7,35.2,3.1,6.0,0.9,4.2,74.4
96.3,172.0,66.6,22.5,1.2,12.7,3.8,3.2,92.8
85.2,172.0,62.2,21.0,1.3,12.8,5.0,7.6,79.3
68.0,183.0,54.5,16.3,1.2,21.5,4.1,4.9,60.8
78.7,169.0,74.8,26.2,3.8,5.8,4.5,10.2,78.8
76.4,163.0,94.4,35.5,3.8,3.2,0.2,8.5,76.9
76.1,169.0,91.8,32.1,1.4,5.4,1.8,7.5,75.3
78.6,177.0,73.6,23.5,4.4,18.8,2.1,3.6,77.0
87.9,176.0,86.4,27.9,1.4,3.5,0.8,8.1,86.7
100.3,181.0,63.6,19.4,1.6,3.7,1.4,5.5,100.1
84.3,194.0,107.4,28.5,2.2,3.1,3.4,10.1,83.6
78.9,198.0,58.0,14.8,1.0,13.4,1.3,6.3,76.5
86.3,183.0,57.8,17.3,2.5,3.3,5.1,4.9,84.9
87.3,188.0,132.8,37.6,1.0,15.5,2.3,7.7,85.9
73.2,201.0,68.4,16.9,2.0,11.7,0.1,6.6,71.8
87.0,189.0,66.6,18.6,3.9,19.5,2.2,6.9,85.3
98.0,200.0,63.9,16.0,2.1,7.9,4.4,7.0,96.3
78.2,212.0,83.2,18.5,3.6,16.7,3.3,5.5,76.6
81.5,195.0,162.5,42.7,4.5,7.2,1.2,8.0,80.6
77.9,198.0,87.4,22.3,0.6,15.8,0.1,10.3,73.8
92.1,197.0,121.6,31.3,1.5,12.0,5.3,9.2,87.5
88.7,192.0,122.3,33.2,1.8,6.9,2.4,5.7,87.3
79.4,186.0,106.0,30.6,2.5,12.5,1.6,4.1,76.8
66.6,171.0,104.5,35.7,1.4,2.3,0.7,7.9,65.3
78.2,202.0,68.8,16.9,4.8,16.1,3.8,7.1,77.0
83.7,179.0,59.6,18.6,4.3,10.3,1.4,11.3,84.1
78.8,194.0,139.7,37.1,0.7,0.6,0.3,6.8,77.8
80.8,198.0,78.7,20.1,3.6,7.1,1.4,2.9,81.5
86.3,175.0,99.8,32.6,2.8,3.6,4.3,6.0,88.1
96.8,164.0,78.8,29.3,2.7,15.6,1.5,7.3,94.5
99.9,177.0,56.1,17.9,4.1,18.3,2.2,11.1,99.6
82.0,189.0,108.4,30.3,2.4,1.5,0.4,6.8,82.3
73.6,183.0,132.0,39.4,1.9,16.6,2.7,5.6,68.1
76.8,185.0,81.7,23.9,3.0,7.9,0.8,7.1,76.3
90.8,193.0,118.4,31.8,1.6,21.1,4.1,8.6,84.4
80.1,182.0,74.2,22.4,1.4,19.7,5.3,10.6,74.0
70.5,174.0,81.7,27.0,1.5,0.2,1.7,6.2,71.2
94.1,179.0,76.3,23.8,1.7,0.3,0.6,2.4,95.1
73.7,198.0,58.2,14.8,3.9,5.7,4.2,3.5,72.5
87.1,188.0,81.8,23.1,2.9,17.8,1.4,5.0,83.1
78.7,169.0,117.3,41.1,2.1,0.0,3.0,7.1,77.2
78.4,195.0,129.5,34.1,4.7,21.0,4.7,9.4,72.9
65.0,183.0,112.0,33.4,0.3,7.4,5.7,6.9,60.7
76.6,187.0,119.0,34.0,0.7,0.7,2.2,5.8,75.5
79.2,205.0,91.7,21.8,4.7,8.0,1.0,1.9,80.1
70.3,175.0,58.4,19.1,2.9,7.5,0.8,6.5,69.5
89.7,160.0,123.4,48.2,1.5,17.1,0.7,8.6,83.3
92.0,168.0,95.7,33.9,2.7,17.7,0.6,5.0,90.4
78.1,203.0,100.7,24.4,3.1,20.1,4.7,7.6,74.4
76.5,163.0,76.3,28.7,3.6,18.4,0.7,7.8,72.2
78.4,188.0,155.0,43.9,2.2,11.4,4.7,7.7,72.7
85.7,169.0,59.2,20.7,1.5,12.1,0.8,6.8,85.5
78.8,185.0,94.5,27.6,1.1,16.6,0.5,2.6,74.9
88.2,187.0,120.5,34.5,1.9,8.7,5.6,2.0,84.2
80.1,194.0,62.7,16.7,3.4,8.2,1.1,8.5,80.6
65.2,173.0,90.4,30.2,2.1,4.0,2.3,5.8,64.7
79.2,184.0,69.1,20.4,3.2,9.0,0.7,11.3,77.1
83.1,200.0,120.1,30.0,0.4,16.5,0.6,5.1,78.0
81.4,181.0,63.1,19.3,2.4,13.1,0.4,10.7,76.9
80.7,189.0,144.4,40.4,2.0,3.2,0.3,8.7,79.1
73.0,181.0,66.1,20.2,2.2,0.1,1.2,12.8,74.1
73.9,187.0,55.9,16.0,3.8,9.6,3.8,7.2,72.9
85.0,193.0,84.8,22.8,2.3,8.9,0.3,5.6,84.9
86.5,211.0,50.4,11.3,0.5,14.0,1.0,10.2,82.7
87.6,200.0,86.2,21.6,1.3,19.9,6.0,4.7,84.5
67.7,186.0,56.9,16.4,1.4,19.2,5.3,10.4,62.7
89.0,170.0,73.4,25.4,1.6,8.6,1.3,7.9,86.9
82.3,183.0,76.6,22.9,2.9,16.3,0.4,7.0,79.4
78.1,156.0,101.6,41.7,4.3,0.3,5.8,3.2,77.5
77.7,183.0,111.5,33.3,3.5,19.4,0.4,3.3,77.2
79.7,175.0,53.2,17.4,1.9,11.4,0.4,4.4,77.5
91.3,167.0,136.3,48.9,3.7,18.3,1.4,5.1,83.7
74.1,201.0,111.8,27.7,1.7,15.9,5.5,6.4,68.1
73.1,194.0,120.5,32.0,3.4,6.8,1.6,4.7,74.0
76.5,198.0,63.8,16.3,2.0,9.5,5.7,10.2,72.5
78.4,183.0,91.6,27.4,3.1,10.8,0.9,5.9,77.7
87.9,193.0,85.1,22.8,2.5,5.1,1.3,8.6,87.4
81.4,189.0,61.3,17.2,2.0,19.0,1.4,3.8,76.1
96.9,166.0,88.9,32.3,3.3,4.7,0.5,5.5,97.7
77.5,179.0,87.8,27.4,1.2,12.1,0.5,5.6,73.8
94.1,170.0,73.1,25.3,2.4,2.7,4.5,4.7,93.2
82.3,170.0,109.7,38.0,5.0,1.5,0.2,9.3,84.1
82.7,204.0,107.1,25.7,3.6,0.2,0.8,3.5,85.7
84.6,191.0,69.5,19.1,3.4,14.6,5.2,7.0,81.8
87.8,160.0,59.9,23.4,1.7,2.8,1.4,3.8,87.7
80.6,174.0,112.0,37.0,3.2,11.1,4.3,3.6,77.1
88.7,205.0,113.5,27.0,2.5,13.0,1.3,7.6,86.6
84.8,179.0,86.8,27.1,0.2,13.2,1.4,2.5,80.8
83.2,191.0,104.1,28.5,4.9,1.3,5.0,10.5,84.0
85.2,157.0,59.2,24.0,1.7,6.4,5.8,4.4,83.6
89.2,178.0,102.2,32.3,2.1,0.1,1.9,8.3,89.4
86.1,185.0,60.0,17.5,2.2,9.3,2.0,5.6,84.8
86.0,173.0,69.5,23.2,2.5,19.0,1.8,2.3,82.1
82.7,189.0,95.7,26.8,0.8,1.1,0.2,5.1,82.5
78.0,213.0,102.6,22.6,0.8,4.7,3.9,7.1,75.2
79.4,200.0,66.1,16.5,2.0,21.6,2.6,10.6,74.4
100.1,193.0,60.6,16.3,2.3,6.5,0.9,4.7,100.4
79.8,186.0,119.6,34.6,4.9,18.7,0.3,6.9,77.3
99.1,170.0,112.9,39.1,3.5,12.5,0.7,7.8,95.4
100.1,175.0,78.2,25.5,4.3,11.9,2.6,2.5,100.3
76.4,167.0,88.8,31.8,3.4,7.4,1.2,7.0,76.1
77.3,195.0,86.1,22.6,4.2,8.9,5.0,10.2,76.4
80.1,187.0,66.9,19.1,1.2,7.7,2.5,12.1,78.4
65.6,180.0,56.0,17.3,2.8,1.4,3.3,5.9,65.6
88.5,166.0,51.5,18.7,3.0,0.1,5.2,8.3,90.5
85.7,170.0,79.0,27.3,1.9,19.1,0.4,3.6,84.1
85.8,172.0,93.0,31.4,2.3,9.3,0.7,2.4,85.1
79.1,182.0,95.4,28.8,2.8,0.5,1.1,8.6,79.5
79.0,189.0,103.0,28.8,2.5,6.2,2.0,3.6,78.3
77.7,165.0,68.4,25.1,1.9,7.5,4.8,5.3,76.4
78.8,181.0,65.2,19.9,1.9,0.7,0.8,3.0,79.6
84.8,207.0,102.9,24.0,1.5,0.0,2.5,4.5,84.9
85.0,188.0,82.7,23.4,1.7,2.5,5.0,10.2,84.2
84.4,203.0,58.2,14.1,1.7,17.5,5.3,1.9,81.9
80.8,167.0,103.2,37.0,2.2,13.3,0.1,8.8,77.1
72.8,187.0,64.7,18.5,2.0,13.3,3.8,9.7,69.3
79.2,213.0,120.1,26.5,5.0,0.6,0.7,5.9,82.1
75.0,203.0,104.6,25.4,1.6,20.3,0.2,4.7,70.5
80.0,183.0,115.6,34.5,2.6,17.5,4.1,6.4,73.9
64.1,188.0,98.9,28.0,4.0,11.1,5.4,4.6,61.4
79.2,185.0,117.4,34.3,2.3,11.3,0.2,6.6,77.5
90.3,177.0,81.4,26.0,1.2,8.6,5.2,6.2,86.4
81.4,207.0,74.4,17.4,5.0,7.5,0.5,9.0,82.1
89.1,194.0,135.3,35.9,0.9,21.4,4.8,6.8,83.7
83.9,188.0,78.1,22.1,3.1,19.7,3.0,3.8,81.5
93.8,177.0,145.1,46.3,1.6,19.1,3.9,6.0,88.0
81.2,183.0,61.4,18.3,3.1,0.5,0.4,3.5,84.1
75.0,177.0,83.5,26.7,1.8,13.7,4.4,7.7,70.8
82.7,169.0,132.1,46.3,1.0,8.0,0.8,4.3,78.5
85.0,189.0,90.3,25.3,3.8,13.5,1.8,8.6,83.7
75.3,171.0,115.0,39.3,2.2,9.6,4.7,5.3,71.7
79.2,183.0,72.6,21.7,3.7,1.7,0.8,2.1,82.2
78.7,200.0,56.4,14.1,4.1,0.4,5.4,9.6,80.1
78.7,173.0,111.6,37.3,2.3,0.5,0.8,3.6,78.5
70.9,194.0,77.9,20.7,3.0,0.3,4.0,11.9,71.6
93.9,185.0,120.0,35.1,0.2,0.5,0.7,8.5,92.2
87.2,164.0,88.2,32.8,3.2,10.4,1.1,3.3,85.2
83.0,173.0,76.5,25.6,5.1,21.1,0.6,9.7,81.5
79.2,163.0,85.7,32.3,1.1,18.1,4.9,7.9,74.0
75.9,177.0,96.6,30.8,4.1,4.7,4.2,3.2,76.1
75.4,177.0,112.7,36.0,4.5,1.0,2.8,8.5,77.5
72.9,193.0,110.8,29.7,1.0,20.4,1.1,7.0,66.3
89.7,187.0,76.0,21.7,2.4,15.5,0.3,10.3,85.7
77.4,210.0,56.5,12.8,1.6,14.8,1.4,2.5,75.6
95.6,197.0,77.3,19.9,2.7,11.9,1.4,3.1,92.8
71.6,191.0,122.7,33.6,2.4,0.2,5.3,2.5,71.3
87.1,206.0,90.3,21.3,3.1,16.0,4.5,7.3,80.7
82.0,204.0,88.4,21.2,1.6,8.7,2.8,7.2,80.3
82.0,180.0,89.6,27.7,1.6,12.9,5.0,4.1,79.2
73.9,155.0,115.7,48.2,1.4,11.0,4.2,4.5,67.3
90.2,180.0,85.6,26.4,2.3,17.2,0.8,3.0,88.1
87.0,181.0,65.0,19.8,2.8,13.5,2.9,5.1,85.1
81.4,178.0,98.7,31.2,2.7,5.1,4.4,8.8,79.8
64.6,180.0,125.1,38.6,1.5,0.1,2.9,5.3,64.0
88.2,197.0,85.4,22.0,2.3,0.2,3.2,7.9,88.9
93.7,194.0,72.8,19.3,3.7,9.5,1.1,4.2,93.8
77.6,172.0,139.7,47.2,1.5,4.4,3.0,5.5,73.4
97.0,161.0,105.7,40.8,3.0,21.7,1.7,6.2,91.1
82.4,195.0,52.7,13.9,1.6,0.1,0.3,2.4,83.2
88.7,191.0,67.0,18.4,3.2,20.7,5.0,3.4,83.0
72.7,165.0,97.3,35.7,2.2,6.6,1.2,10.7,69.8
91.9,195.0,102.3,26.9,2.5,14.0,0.5,3.3,90.6
90.9,190.0,84.3,23.4,1.0,13.0,0.2,7.1,87.4
89.1,191.0,84.2,23.1,0.7,10.2,1.8,7.3,87.2
91.6,174.0,108.4,35.8,0.9,13.7,1.4,5.4,85.9
65.9,203.0,57.8,14.0,1.5,8.3,0.4,9.3,64.4
78.4,162.0,52.8,20.1,4.8,2.7,0.7,7.0,79.8
78.1,173.0,115.1,38.5,3.1,3.7,0.3,8.5,77.7
67.0,171.0,71.9,24.6,3.4,0.0,0.4,9.4,69.1
89.6,186.0,52.1,15.1,3.4,2.3,5.2,9.9,89.4
89.6,187.0,55.2,15.8,1.7,0.2,6.0,6.6,89.4
83.7,199.0,141.5,35.7,1.9,6.6,0.3,3.0,80.9
99.9,169.0,112.6,39.4,0.8,9.8,4.3,10.4,93.6
90.6,178.0,58.1,18.3,1.2,19.9,1.6,6.5,83.5
86.4,195.0,86.9,22.9,0.6,2.5,1.2,4.8,85.5
81.0,155.0,55.4,23.1,3.8,21.9,4.8,7.8,76.1
73.8,204.0,104.1,25.0,0.4,15.7,0.8,6.6,70.8
78.9,194.0,137.5,36.5,2.3,4.2,0.5,9.1,77.9
85.1,201.0,53.4,13.2,1.2,14.3,0.8,8.4,81.0
69.0,199.0,74.5,18.8,2.0,0.4,1.1,13.2,69.3
83.2,181.0,97.6,29.8,1.0,19.1,2.2,3.2,78.2
75.7,170.0,65.7,22.7,1.7,21.2,4.2,9.7,70.5
72.9,180.0,66.7,20.6,0.1,13.8,0.7,8.5,69.1
84.5,182.0,59.4,17.9,1.8,7.5,0.5,6.7,83.7
77.2,190.0,161.3,44.7,1.6,10.6,1.7,6.8,72.9
87.4,205.0,75.9,18.1,3.1,13.0,1.4,6.4,86.6
85.9,191.0,104.7,28.7,2.1,17.8,4.4,3.7,81.4
86.9,200.0,141.0,35.2,1.3,0.3,1.3,5.3,86.5
77.9,193.0,88.0,23.6,2.4,0.0,5.1,10.1,78.3
81.0,174.0,75.7,25.0,4.8,12.5,1.2,3.4,81.7
90.4,176.0,108.7,35.1,3.5,0.2,0.8,2.8,90.9
92.8,175.0,104.0,34.0,3.3,9.0,0.6,1.5,92.1
89.9,180.0,83.2,25.7,5.0,10.3,5.1,8.9,88.7
86.1,176.0,50.7,16.4,1.3,0.7,4.8,2.9,84.7
91.3,189.0,112.9,31.6,2.3,3.0,4.5,9.9,89.5
73.9,209.0,123.9,28.4,1.5,12.9,5.9,7.1,69.5
77.7,190.0,92.8,25.7,3.7,20.4,4.8,5.5,74.1
84.6,206.0,98.4,23.2,1.0,6.7,5.7,5.9,81.2
83.8,208.0,136.1,31.5,2.8,20.4,0.3,6.8,77.7
77.3,183.0,81.4,24.3,2.0,14.6,0.2,9.5,75.6
96.0,173.0,57.3,19.1,3.5,9.2,0.7,3.8,95.6
90.2,179.0,124.4,38.8,2.5,3.0,5.2,6.1,89.2
83.1,158.0,61.4,24.6,2.3,9.1,4.5,4.0,81.2
93.9,191.0,79.5,21.8,4.8,4.5,3.6,6.7,93.6
95.3,194.0,84.9,22.6,1.4,4.5,1.7,4.8,94.3
79.9,187.0,107.9,30.9,1.9,16.7,0.4,9.3,76.7
80.5,208.0,98.9,22.9,1.8,1.4,5.2,9.2,79.4
84.9,181.0,83.9,25.6,2.0,0.7,5.0,1.7,85.6
87.6,203.0,62.5,15.2,2.1,0.4,0.8,1.9,89.1
82.2,205.0,112.6,26.8,1.6,0.2,1.1,3.6,82.8
74.1,176.0,82.2,26.5,3.6,14.6,5.5,4.8,72.3
68.7,177.0,96.6,30.8,2.2,12.2,0.6,5.0,66.2
77.1,187.0,135.2,38.7,1.3,4.6,2.2,5.1,75.7
88.2,171.0,90.0,30.8,3.5,9.7,2.4,5.2,87.8
83.4,174.0,114.4,37.8,4.1,0.1,0.3,1.7,85.4
83.6,195.0,119.4,31.4,1.3,13.9,4.3,7.9,78.0
87.5,183.0,70.2,21.0,0.5,14.3,0.0,4.6,83.8
80.5,164.0,129.6,48.2,0.6,11.2,1.6,3.1,75.0
79.0,169.0,70.5,24.7,1.3,20.8,2.7,8.4,73.8
87.4,167.0,70.7,25.4,0.4,17.4,4.0,7.8,81.5
77.7,184.0,103.1,30.5,1.5,15.3,2.8,2.1,74.2
89.3,182.0,160.6,48.5,2.2,0.1,4.1,6.0,86.9
95.9,197.0,90.8,23.4,1.1,15.8,0.4,4.6,92.6
78.5,164.0,98.7,36.7,2.0,3.8,3.7,5.9,76.6
74.5,191.0,62.2,17.0,1.1,0.2,0.9,2.4,74.9
80.8,199.0,95.0,24.0,4.5,11.4,2.3,6.0,80.2
83.5,183.0,121.2,36.2,2.4,21.6,0.9,5.0,79.1
94.2,191.0,74.6,20.4,1.5,11.4,3.8,6.9,91.6
89.6,154.0,101.6,42.8,1.9,7.3,2.5,7.8,86.6
89.6,177.0,124.4,39.7,3.0,0.5,0.1,4.6,90.5
86.1,187.0,68.8,19.7,2.0,1.0,1.2,7.1,86.1
80.5,169.0,126.5,44.3,2.4,12.9,0.2,5.6,76.7
71.1,173.0,57.1,19.1,2.6,17.6,2.8,9.5,66.4
87.9,206.0,63.6,15.0,3.3,0.2,0.5,3.4,90.1
78.4,175.0,60.8,19.9,2.0,19.5,4.2,4.5,75.9
88.7,179.0,72.3,22.6,2.1,7.1,1.7,5.5,87.2
78.3,191.0,55.7,15.3,1.0,19.1,0.8,7.6,74.3
85.2,182.0,98.2,29.6,2.3,20.8,5.9,2.0,79.6
88.6,181.0,57.9,17.7,1.5,3.3,2.0,10.5,87.1
70.1,205.0,115.6,27.5,3.6,16.7,1.1,7.6,68.5
64.3,182.0,156.3,47.2,3.4,0.3,1.5,4.0,63.5
78.5,186.0,149.0,43.1,1.4,0.1,1.2,4.8,77.1
78.6,197.0,103.3,26.6,1.4,0.4,0.9,3.9,78.7
78.9,180.0,67.4,20.8,0.7,16.6,3.7,0.8,74.6
90.6,205.0,123.5,29.4,1.9,6.1,1.3,10.3,89.2
88.3,191.0,109.7,30.1,2.8,5.2,1.4,8.2,89.5
70.4,196.0,58.3,15.2,4.1,20.6,0.8,6.5,68.8
80.9,189.0,112.0,31.4,5.1,12.5,1.7,2.8,81.2
87.6,194.0,128.8,34.2,1.2,19.4,0.4,7.7,82.4
82.8,185.0,89.5,26.2,5.5,14.6,1.1,5.3,82.6
88.6,170.0,75.5,26.1,3.3,17.3,0.5,6.2,84.2
75.6,191.0,89.0,24.4,3.1,11.2,3.2,4.2,74.6
78.0,177.0,68.8,22.0,1.6,13.6,0.7,7.3,75.4
92.4,189.0,54.9,15.4,3.3,18.4,3.8,6.2,89.8
79.9,171.0,108.9,37.2,0.5,11.7,0.3,6.1,74.8
85.8,183.0,111.5,33.3,1.2,4.3,3.9,4.6,82.9
83.4,165.0,72.3,26.6,0.6,11.8,0.4,9.1,79.8
81.5,177.0,75.8,24.2,0.4,20.9,5.3,7.2,77.0
70.1,197.0,138.7,35.7,3.1,6.0,6.0,9.7,68.8
81.8,176.0,60.2,19.4,1.1,6.9,1.8,7.6,80.1
80.7,177.0,76.7,24.5,3.9,20.4,1.0,7.1,80.6
77.7,192.0,51.5,14.0,2.5,19.7,2.1,3.4,72.1
77.6,181.0,55.4,16.9,4.0,4.7,0.9,7.4,78.2
92.2,180.0,55.3,17.1,2.8,0.3,0.7,8.6,93.0
88.3,170.0,94.2,32.6,2.2,0.5,0.9,4.4,89.3
89.3,206.0,57.5,13.5,3.1,16.5,4.9,9.3,87.5
74.8,199.0,55.6,14.0,1.7,11.7,0.5,11.6,70.6
